datetime,event_type
2154-03-29T16:03:58+00:00,Penumbral lunar eclipse
2154-04-28T01:03:20+00:00,Penumbral lunar eclipse
2154-09-21T19:27:57+00:00,Penumbral lunar eclipse
2154-10-21T09:24:54+00:00,Penumbral lunar eclipse
2155-03-19T03:11:33+00:00,Total lunar eclipse
2155-09-11T07:02:00+00:00,Total lunar eclipse
2156-03-07T06:53:02+00:00,Total lunar eclipse
2156-08-30T23:19:27+00:00,Total lunar eclipse
2157-02-24T06:15:24+00:00,Partial lunar eclipse
2157-08-20T15:45:25+00:00,Partial lunar eclipse
2158-01-14T18:28:42+00:00,Penumbral lunar eclipse
2158-07-11T15:54:40+00:00,Partial lunar eclipse
2159-01-04T07:18:09+00:00,Partial lunar eclipse
2159-06-30T17:58:58+00:00,Total lunar eclipse
2159-12-24T22:58:58+00:00,Total lunar eclipse
2160-06-18T19:08:59+00:00,Partial lunar eclipse
2160-12-13T12:49:08+00:00,Partial lunar eclipse
2161-05-09T16:36:50+00:00,Penumbral lunar eclipse
2161-06-08T02:07:43+00:00,Penumbral lunar eclipse
2161-11-03T03:44:37+00:00,Penumbral lunar eclipse
2162-04-29T08:15:57+00:00,Partial lunar eclipse
2162-10-23T03:22:47+00:00,Partial lunar eclipse
2163-04-19T00:48:22+00:00,Total lunar eclipse
2163-10-12T05:50:41+00:00,Total lunar eclipse
2164-04-07T13:33:23+00:00,Partial lunar eclipse
2164-09-30T15:39:21+00:00,Partial lunar eclipse
2165-02-26T01:42:50+00:00,Penumbral lunar eclipse
2165-08-21T23:33:09+00:00,Penumbral lunar eclipse
2165-09-20T07:04:06+00:00,Penumbral lunar eclipse
2166-02-15T01:10:29+00:00,Partial lunar eclipse
2166-08-11T15:15:55+00:00,Total lunar eclipse
2167-02-04T05:40:21+00:00,Total lunar eclipse
2167-08-01T01:27:47+00:00,Total lunar eclipse
2168-01-24T17:16:19+00:00,Partial lunar eclipse
2168-07-20T04:37:39+00:00,Penumbral lunar eclipse
2168-12-14T21:58:14+00:00,Penumbral lunar eclipse
2169-01-13T08:42:41+00:00,Penumbral lunar eclipse
2169-06-09T15:55:55+00:00,Partial lunar eclipse
2169-12-04T10:30:47+00:00,Partial lunar eclipse
2170-05-30T00:54:06+00:00,Total lunar eclipse
2170-11-23T16:15:10+00:00,Total lunar eclipse
2171-05-19T15:55:44+00:00,Partial lunar eclipse
2171-11-12T16:08:51+00:00,Partial lunar eclipse
2172-04-09T00:07:42+00:00,Penumbral lunar eclipse
2172-05-08T08:52:05+00:00,Penumbral lunar eclipse
2172-10-02T03:00:31+00:00,Penumbral lunar eclipse
2172-10-31T17:08:03+00:00,Penumbral lunar eclipse
2173-03-29T11:01:12+00:00,Partial lunar eclipse
2173-09-21T14:49:07+00:00,Partial lunar eclipse
2174-03-18T14:29:39+00:00,Total lunar eclipse
2174-09-11T07:06:52+00:00,Total lunar eclipse
2175-03-07T13:58:41+00:00,Partial lunar eclipse
2175-08-31T23:17:52+00:00,Partial lunar eclipse
2176-01-26T03:02:28+00:00,Penumbral lunar eclipse
2176-07-21T22:35:41+00:00,Partial lunar eclipse
2177-01-14T16:07:44+00:00,Partial lunar eclipse
2177-07-11T00:24:11+00:00,Total lunar eclipse
2178-01-04T07:49:03+00:00,Total lunar eclipse
2178-06-30T01:47:28+00:00,Partial lunar eclipse
2178-12-24T21:25:08+00:00,Partial lunar eclipse
2179-05-21T00:07:58+00:00,Penumbral lunar eclipse
2179-06-19T09:14:59+00:00,Penumbral lunar eclipse
2179-11-14T11:26:53+00:00,Penumbral lunar eclipse
2180-05-09T16:04:47+00:00,Partial lunar eclipse
2180-11-02T10:54:36+00:00,Partial lunar eclipse
2181-04-29T08:38:57+00:00,Total lunar eclipse
2181-10-22T13:34:09+00:00,Total lunar eclipse
2182-04-18T21:13:03+00:00,Partial lunar eclipse
2182-10-11T23:36:54+00:00,Partial lunar eclipse
2183-03-09T09:23:04+00:00,Penumbral lunar eclipse
2183-09-02T07:14:10+00:00,Penumbral lunar eclipse
2183-10-01T15:04:16+00:00,Penumbral lunar eclipse
2184-02-26T09:04:24+00:00,Partial lunar eclipse
2184-08-21T22:37:24+00:00,Total lunar eclipse
2185-02-14T14:02:30+00:00,Total lunar eclipse
2185-08-11T08:19:48+00:00,Total lunar eclipse
2186-02-04T02:00:04+00:00,Partial lunar eclipse
2186-07-31T11:06:03+00:00,Penumbral lunar eclipse
2186-12-26T06:45:15+00:00,Penumbral lunar eclipse
2187-01-24T17:34:09+00:00,Penumbral lunar eclipse
2187-06-20T22:43:01+00:00,Partial lunar eclipse
2187-12-15T18:57:26+00:00,Partial lunar eclipse
2188-06-09T08:11:40+00:00,Total lunar eclipse
2188-12-04T00:14:28+00:00,Total lunar eclipse
2189-05-29T23:32:50+00:00,Partial lunar eclipse
2189-11-22T23:52:56+00:00,Partial lunar eclipse
2190-04-20T08:02:12+00:00,Penumbral lunar eclipse
2190-05-19T16:34:14+00:00,Penumbral lunar eclipse
2190-10-13T10:42:45+00:00,Penumbral lunar eclipse
2190-11-12T00:59:40+00:00,Penumbral lunar eclipse
2191-04-09T18:40:50+00:00,Partial lunar eclipse
2191-10-02T22:44:36+00:00,Partial lunar eclipse
2192-03-28T21:55:13+00:00,Total lunar eclipse
2192-09-21T15:01:05+00:00,Total lunar eclipse
2193-03-17T21:33:20+00:00,Partial lunar eclipse
2193-09-11T06:55:49+00:00,Partial lunar eclipse
2194-02-05T11:33:46+00:00,Penumbral lunar eclipse
2194-03-07T01:07:10+00:00,Penumbral lunar eclipse
2194-08-02T05:17:31+00:00,Penumbral lunar eclipse
2195-01-26T00:57:38+00:00,Partial lunar eclipse
2195-07-22T06:47:58+00:00,Total lunar eclipse
2196-01-15T16:40:44+00:00,Total lunar eclipse
2196-07-10T08:24:53+00:00,Partial lunar eclipse
2197-01-04T06:02:53+00:00,Partial lunar eclipse
2197-05-31T07:34:52+00:00,Penumbral lunar eclipse
2197-06-29T16:21:40+00:00,Penumbral lunar eclipse
2197-11-24T19:16:05+00:00,Penumbral lunar eclipse
2198-05-20T23:49:21+00:00,Partial lunar eclipse
2198-11-13T18:33:17+00:00,Partial lunar eclipse
2199-05-10T16:24:10+00:00,Total lunar eclipse
2199-11-02T21:25:59+00:00,Total lunar eclipse
2200-04-30T04:43:23+00:00,Partial lunar eclipse
2200-10-23T07:43:32+00:00,Partial lunar eclipse
2201-03-20T16:53:52+00:00,Penumbral lunar eclipse
2201-09-13T15:02:05+00:00,Penumbral lunar eclipse
2201-10-12T23:12:55+00:00,Penumbral lunar eclipse
2202-03-09T16:50:24+00:00,Partial lunar eclipse
2202-09-03T06:04:45+00:00,Total lunar eclipse
2203-02-26T22:19:27+00:00,Total lunar eclipse
2203-08-23T15:14:00+00:00,Total lunar eclipse
2204-02-16T10:40:14+00:00,Partial lunar eclipse
2204-08-11T17:36:12+00:00,Penumbral lunar eclipse
2205-01-06T15:33:45+00:00,Penumbral lunar eclipse
2205-02-05T02:22:18+00:00,Penumbral lunar eclipse
2205-07-02T05:28:42+00:00,Partial lunar eclipse
2205-12-27T03:27:35+00:00,Partial lunar eclipse
2206-06-21T15:27:15+00:00,Total lunar eclipse
2206-12-16T08:17:55+00:00,Total lunar eclipse
2207-06-11T07:06:27+00:00,Partial lunar eclipse
2207-12-05T07:44:12+00:00,Partial lunar eclipse
2208-05-01T15:47:56+00:00,Penumbral lunar eclipse
2208-05-31T00:09:24+00:00,Penumbral lunar eclipse
2208-10-24T18:34:53+00:00,Penumbral lunar eclipse
2208-11-23T09:00:46+00:00,Penumbral lunar eclipse
2209-04-21T02:11:09+00:00,Partial lunar eclipse
2209-10-14T06:48:42+00:00,Partial lunar eclipse
2210-04-10T05:12:38+00:00,Total lunar eclipse
2210-10-03T23:02:38+00:00,Total lunar eclipse
2211-03-30T05:01:46+00:00,Partial lunar eclipse
2211-09-23T14:38:21+00:00,Partial lunar eclipse
2212-02-17T20:02:07+00:00,Penumbral lunar eclipse
2212-03-18T09:05:32+00:00,Penumbral lunar eclipse
2212-08-13T12:00:59+00:00,Penumbral lunar eclipse
2213-02-06T09:43:22+00:00,Partial lunar eclipse
2213-08-02T13:15:08+00:00,Total lunar eclipse
2214-01-27T01:29:35+00:00,Total lunar eclipse
2214-07-22T15:05:43+00:00,Total lunar eclipse
2215-01-16T14:38:49+00:00,Partial lunar eclipse
2215-06-12T14:58:46+00:00,Penumbral lunar eclipse
2215-07-11T23:29:12+00:00,Penumbral lunar eclipse
2215-12-07T03:10:53+00:00,Penumbral lunar eclipse
2216-06-01T07:26:24+00:00,Partial lunar eclipse
2216-11-25T02:21:44+00:00,Partial lunar eclipse
2217-05-22T00:00:23+00:00,Total lunar eclipse
2217-11-14T05:27:50+00:00,Total lunar eclipse
2218-05-11T12:04:23+00:00,Partial lunar eclipse
2218-11-03T15:59:14+00:00,Partial lunar eclipse
2219-04-01T00:17:02+00:00,Penumbral lunar eclipse
2219-09-24T22:54:40+00:00,Penumbral lunar eclipse
2219-10-24T07:28:22+00:00,Penumbral lunar eclipse
2220-03-20T00:31:28+00:00,Partial lunar eclipse
2220-09-13T13:35:40+00:00,Partial lunar eclipse
2221-03-09T06:31:08+00:00,Total lunar eclipse
2221-09-02T22:12:30+00:00,Total lunar eclipse
2222-02-26T19:16:24+00:00,Partial lunar eclipse
2222-08-23T00:10:57+00:00,Penumbral lunar eclipse
2223-01-18T00:21:20+00:00,Penumbral lunar eclipse
2223-02-16T11:06:48+00:00,Penumbral lunar eclipse
2223-07-13T12:16:41+00:00,Penumbral lunar eclipse
2224-01-07T11:57:34+00:00,Partial lunar eclipse
2224-07-01T22:42:02+00:00,Total lunar eclipse
2224-12-26T16:24:06+00:00,Total lunar eclipse
2225-06-21T14:37:45+00:00,Partial lunar eclipse
2225-12-15T15:39:56+00:00,Partial lunar eclipse
2226-05-12T23:25:33+00:00,Penumbral lunar eclipse
2226-06-11T07:40:18+00:00,Penumbral lunar eclipse
2226-11-05T02:36:51+00:00,Penumbral lunar eclipse
2226-12-04T17:09:08+00:00,Penumbral lunar eclipse
2227-05-02T09:31:15+00:00,Partial lunar eclipse
2227-10-25T15:01:12+00:00,Partial lunar eclipse
2228-04-20T12:19:20+00:00,Total lunar eclipse
2228-10-14T07:11:58+00:00,Total lunar eclipse
2229-04-09T12:20:14+00:00,Partial lunar eclipse
2229-10-03T22:28:19+00:00,Partial lunar eclipse
2230-02-28T04:26:00+00:00,Penumbral lunar eclipse
2230-03-29T16:57:10+00:00,Penumbral lunar eclipse
2230-08-24T18:46:59+00:00,Penumbral lunar eclipse
2231-02-17T18:26:34+00:00,Partial lunar eclipse
2231-08-13T19:44:43+00:00,Partial lunar eclipse
2232-02-07T10:16:32+00:00,Total lunar eclipse
2232-08-01T21:48:38+00:00,Total lunar eclipse
2233-01-26T23:13:52+00:00,Partial lunar eclipse
2233-06-22T22:21:22+00:00,Penumbral lunar eclipse
2233-07-22T06:39:30+00:00,Penumbral lunar eclipse
2233-12-17T11:09:26+00:00,Penumbral lunar eclipse
2234-06-12T15:01:44+00:00,Partial lunar eclipse
2234-12-06T10:16:15+00:00,Partial lunar eclipse
2235-06-02T07:31:36+00:00,Total lunar eclipse
2235-11-25T13:37:04+00:00,Total lunar eclipse
2236-05-21T19:17:40+00:00,Partial lunar eclipse
2236-11-14T00:23:01+00:00,Partial lunar eclipse
2237-04-11T07:29:33+00:00,Penumbral lunar eclipse
2237-05-10T23:44:22+00:00,Penumbral lunar eclipse
2237-10-05T06:55:50+00:00,Penumbral lunar eclipse
2237-11-03T15:52:28+00:00,Penumbral lunar eclipse
2238-03-31T08:04:12+00:00,Partial lunar eclipse
2238-09-24T21:12:50+00:00,Partial lunar eclipse
2239-03-20T14:36:16+00:00,Total lunar eclipse
2239-09-14T05:16:22+00:00,Total lunar eclipse
2240-03-09T03:45:39+00:00,Partial lunar eclipse
2240-09-02T06:51:05+00:00,Partial lunar eclipse
2241-01-28T09:07:34+00:00,Penumbral lunar eclipse
2241-02-26T19:45:31+00:00,Penumbral lunar eclipse
2241-07-23T19:06:58+00:00,Penumbral lunar eclipse
2242-01-17T20:27:15+00:00,Partial lunar eclipse
2242-07-13T05:57:59+00:00,Total lunar eclipse
2243-01-07T00:32:32+00:00,Total lunar eclipse
2243-07-02T22:06:08+00:00,Total lunar eclipse
2243-12-26T23:41:05+00:00,Partial lunar eclipse
2244-05-23T06:55:48+00:00,Penumbral lunar eclipse
2244-06-21T15:06:31+00:00,Penumbral lunar eclipse
2244-11-15T10:47:44+00:00,Penumbral lunar eclipse
2244-12-15T01:24:07+00:00,Penumbral lunar eclipse
2245-05-12T16:42:31+00:00,Partial lunar eclipse
2245-11-04T23:22:05+00:00,Partial lunar eclipse
2246-05-01T19:18:59+00:00,Total lunar eclipse
2246-10-25T15:27:26+00:00,Total lunar eclipse
2247-04-20T19:33:12+00:00,Partial lunar eclipse
2247-10-15T06:24:18+00:00,Partial lunar eclipse
2248-03-10T12:43:35+00:00,Penumbral lunar eclipse
2248-04-09T00:41:16+00:00,Penumbral lunar eclipse
2248-09-04T01:37:46+00:00,Penumbral lunar eclipse
2248-10-03T15:50:50+00:00,Penumbral lunar eclipse
2249-02-28T03:03:33+00:00,Partial lunar eclipse
2249-08-24T02:21:02+00:00,Partial lunar eclipse
2250-02-17T18:57:20+00:00,Total lunar eclipse
2250-08-13T04:38:27+00:00,Total lunar eclipse
2251-02-07T07:44:28+00:00,Partial lunar eclipse
2251-08-02T13:52:03+00:00,Partial lunar eclipse
2251-12-28T19:11:38+00:00,Penumbral lunar eclipse
2252-06-22T22:32:16+00:00,Partial lunar eclipse
2252-12-16T18:17:29+00:00,Partial lunar eclipse
2253-06-12T14:55:59+00:00,Total lunar eclipse
2253-12-05T21:54:48+00:00,Total lunar eclipse
2254-06-02T02:23:28+00:00,Partial lunar eclipse
2254-11-25T08:53:47+00:00,Partial lunar eclipse
2255-04-22T14:34:54+00:00,Penumbral lunar eclipse
2255-05-22T06:32:03+00:00,Penumbral lunar eclipse
2255-10-16T15:03:12+00:00,Penumbral lunar eclipse
2255-11-15T00:23:24+00:00,Penumbral lunar eclipse
2256-04-10T15:29:51+00:00,Partial lunar eclipse
2256-10-05T04:56:01+00:00,Partial lunar eclipse
2257-03-30T22:35:31+00:00,Total lunar eclipse
2257-09-24T12:26:23+00:00,Total lunar eclipse
2258-03-20T12:09:08+00:00,Partial lunar eclipse
2258-09-13T13:38:42+00:00,Partial lunar eclipse
2259-02-08T17:50:29+00:00,Penumbral lunar eclipse
2259-03-10T04:18:42+00:00,Penumbral lunar eclipse
2259-08-04T02:00:48+00:00,Penumbral lunar eclipse
2259-09-02T14:46:46+00:00,Penumbral lunar eclipse
2260-01-29T04:54:11+00:00,Partial lunar eclipse
2260-07-23T13:15:57+00:00,Total lunar eclipse
2261-01-17T08:38:54+00:00,Total lunar eclipse
2261-07-13T05:35:07+00:00,Total lunar eclipse
2262-01-06T07:43:49+00:00,Partial lunar eclipse
2262-06-03T14:19:37+00:00,Penumbral lunar eclipse
2262-07-02T22:30:19+00:00,Penumbral lunar eclipse
2262-11-26T19:05:45+00:00,Penumbral lunar eclipse
2262-12-26T09:42:47+00:00,Penumbral lunar eclipse
2263-05-23T23:45:13+00:00,Partial lunar eclipse
2263-11-16T07:51:02+00:00,Partial lunar eclipse
2264-05-12T02:07:40+00:00,Total lunar eclipse
2264-11-04T23:51:38+00:00,Total lunar eclipse
2265-05-01T02:37:22+00:00,Partial lunar eclipse
2265-10-25T14:27:47+00:00,Partial lunar eclipse
2266-03-21T20:55:09+00:00,Penumbral lunar eclipse
2266-04-20T08:19:04+00:00,Penumbral lunar eclipse
2266-09-15T08:34:27+00:00,Penumbral lunar eclipse
2266-10-14T23:21:48+00:00,Penumbral lunar eclipse
2267-03-11T11:36:03+00:00,Partial lunar eclipse
2267-09-04T09:01:48+00:00,Partial lunar eclipse
2268-02-29T03:34:15+00:00,Total lunar eclipse
2268-08-23T11:33:39+00:00,Total lunar eclipse
2269-02-17T16:10:06+00:00,Partial lunar eclipse
2269-08-12T21:10:25+00:00,Partial lunar eclipse
2270-01-08T03:15:09+00:00,Penumbral lunar eclipse
2270-07-04T06:02:31+00:00,Partial lunar eclipse
2270-12-28T02:21:30+00:00,Partial lunar eclipse
2271-06-23T22:17:34+00:00,Total lunar eclipse
2271-12-17T06:17:39+00:00,Total lunar eclipse
2272-06-12T09:22:24+00:00,Partial lunar eclipse
2272-12-05T17:31:20+00:00,Partial lunar eclipse
2273-05-02T21:30:40+00:00,Penumbral lunar eclipse
2273-06-01T13:12:27+00:00,Penumbral lunar eclipse
2273-10-26T23:18:36+00:00,Penumbral lunar eclipse
2273-11-25T09:00:43+00:00,Penumbral lunar eclipse
2274-04-21T22:47:48+00:00,Partial lunar eclipse
2274-10-16T12:46:57+00:00,Partial lunar eclipse
2275-04-11T06:26:56+00:00,Total lunar eclipse
2275-10-05T19:42:55+00:00,Total lunar eclipse
2276-03-30T20:24:55+00:00,Partial lunar eclipse
2276-09-23T20:34:12+00:00,Partial lunar eclipse
2277-02-19T02:28:03+00:00,Penumbral lunar eclipse
2277-03-20T12:43:29+00:00,Penumbral lunar eclipse
2277-08-14T09:00:07+00:00,Penumbral lunar eclipse
2277-09-12T21:48:30+00:00,Penumbral lunar eclipse
2278-02-08T13:17:58+00:00,Partial lunar eclipse
2278-08-03T20:36:28+00:00,Total lunar eclipse
2279-01-28T16:44:30+00:00,Total lunar eclipse
2279-07-24T13:03:56+00:00,Total lunar eclipse
2280-01-17T15:48:20+00:00,Partial lunar eclipse
2280-06-13T21:36:57+00:00,Penumbral lunar eclipse
2280-07-13T05:51:24+00:00,Penumbral lunar eclipse
2280-12-07T03:31:27+00:00,Penumbral lunar eclipse
2281-01-05T18:05:34+00:00,Penumbral lunar eclipse
2281-06-03T06:41:31+00:00,Partial lunar eclipse
2281-11-26T16:25:59+00:00,Partial lunar eclipse
2282-05-23T08:51:30+00:00,Total lunar eclipse
2282-11-16T08:21:53+00:00,Total lunar eclipse
2283-05-12T09:36:08+00:00,Partial lunar eclipse
2283-11-05T22:37:31+00:00,Partial lunar eclipse
2284-04-01T04:59:59+00:00,Penumbral lunar eclipse
2284-04-30T15:50:29+00:00,Penumbral lunar eclipse
2284-09-25T15:38:21+00:00,Penumbral lunar eclipse
2284-10-25T07:00:22+00:00,Penumbral lunar eclipse
2285-03-21T19:59:56+00:00,Partial lunar eclipse
2285-09-14T15:52:13+00:00,Partial lunar eclipse
2286-03-11T12:03:25+00:00,Total lunar eclipse
2286-09-03T18:36:43+00:00,Total lunar eclipse
2287-03-01T00:28:49+00:00,Partial lunar eclipse
2287-08-24T04:33:55+00:00,Partial lunar eclipse
2288-01-19T11:18:19+00:00,Penumbral lunar eclipse
2288-02-18T05:46:47+00:00,Penumbral lunar eclipse
2288-07-14T13:30:19+00:00,Partial lunar eclipse
2288-08-12T20:14:17+00:00,Penumbral lunar eclipse
2289-01-07T10:29:45+00:00,Partial lunar eclipse
2289-07-04T05:35:13+00:00,Total lunar eclipse
2289-12-27T14:45:12+00:00,Total lunar eclipse
2290-06-23T16:16:28+00:00,Partial lunar eclipse
2290-12-17T02:14:24+00:00,Partial lunar eclipse
2291-05-14T04:19:12+00:00,Penumbral lunar eclipse
2291-06-12T19:46:29+00:00,Penumbral lunar eclipse
2291-11-07T07:40:32+00:00,Penumbral lunar eclipse
2291-12-06T17:43:58+00:00,Penumbral lunar eclipse
2292-05-02T05:59:39+00:00,Partial lunar eclipse
2292-10-26T20:44:15+00:00,Partial lunar eclipse
2293-04-21T14:12:16+00:00,Total lunar eclipse
2293-10-16T03:07:06+00:00,Total lunar eclipse
2294-04-11T04:35:01+00:00,Partial lunar eclipse
2294-10-05T03:37:11+00:00,Partial lunar eclipse
2295-03-02T10:59:56+00:00,Penumbral lunar eclipse
2295-03-31T21:01:41+00:00,Penumbral lunar eclipse
2295-08-25T16:05:51+00:00,Penumbral lunar eclipse
2295-09-24T04:58:51+00:00,Penumbral lunar eclipse
2296-02-19T21:34:47+00:00,Partial lunar eclipse
2296-08-14T04:01:49+00:00,Partial lunar eclipse
2297-02-08T00:44:52+00:00,Total lunar eclipse
2297-08-03T20:35:57+00:00,Total lunar eclipse
2298-01-27T23:50:04+00:00,Partial lunar eclipse
2298-07-24T13:13:04+00:00,Partial lunar eclipse
2298-12-18T12:02:29+00:00,Penumbral lunar eclipse
2299-01-17T02:29:17+00:00,Penumbral lunar eclipse
2299-06-14T13:29:50+00:00,Partial lunar eclipse
2299-12-08T01:07:56+00:00,Partial lunar eclipse
2300-06-03T15:26:54+00:00,Total lunar eclipse
2300-11-27T16:59:21+00:00,Total lunar eclipse
2301-05-23T16:28:04+00:00,Partial lunar eclipse
2301-11-17T06:54:50+00:00,Partial lunar eclipse
2302-04-13T12:58:43+00:00,Penumbral lunar eclipse
2302-05-12T23:16:41+00:00,Penumbral lunar eclipse
2302-10-07T22:48:22+00:00,Penumbral lunar eclipse
2302-11-06T14:45:12+00:00,Penumbral lunar eclipse
2303-04-03T04:18:28+00:00,Partial lunar eclipse
2303-09-26T22:49:42+00:00,Partial lunar eclipse
2304-03-22T20:25:30+00:00,Total lunar eclipse
2304-09-15T01:47:47+00:00,Total lunar eclipse
2305-03-12T08:40:23+00:00,Partial lunar eclipse
2305-09-04T12:04:38+00:00,Partial lunar eclipse
2306-01-30T19:18:50+00:00,Penumbral lunar eclipse
2306-03-01T13:41:40+00:00,Penumbral lunar eclipse
2306-07-26T21:00:15+00:00,Penumbral lunar eclipse
2306-08-25T03:52:09+00:00,Penumbral lunar eclipse
2307-01-19T18:38:01+00:00,Partial lunar eclipse
2307-07-16T12:50:35+00:00,Total lunar eclipse
2308-01-08T23:15:12+00:00,Total lunar eclipse
2308-07-04T23:06:35+00:00,Total lunar eclipse
2308-12-28T11:00:21+00:00,Partial lunar eclipse
2309-06-24T02:16:29+00:00,Penumbral lunar eclipse
2309-11-18T16:09:44+00:00,Penumbral lunar eclipse
2309-12-18T02:31:29+00:00,Penumbral lunar eclipse
2310-05-14T13:05:14+00:00,Partial lunar eclipse
2310-11-08T04:48:04+00:00,Partial lunar eclipse
2311-05-03T21:50:55+00:00,Total lunar eclipse
2311-10-28T10:39:04+00:00,Total lunar eclipse
2312-04-22T12:35:57+00:00,Partial lunar eclipse
2312-10-16T10:50:11+00:00,Partial lunar eclipse
2313-03-13T19:24:32+00:00,Penumbral lunar eclipse
2313-04-12T05:11:17+00:00,Penumbral lunar eclipse
2313-09-05T23:19:10+00:00,Penumbral lunar eclipse
2313-10-05T12:19:01+00:00,Penumbral lunar eclipse
2314-03-03T05:45:36+00:00,Partial lunar eclipse
2314-08-26T11:32:27+00:00,Partial lunar eclipse
2315-02-20T08:41:36+00:00,Total lunar eclipse
2315-08-16T04:09:16+00:00,Total lunar eclipse
2316-02-09T07:51:13+00:00,Partial lunar eclipse
2316-08-04T20:35:05+00:00,Partial lunar eclipse
2316-12-29T20:37:34+00:00,Penumbral lunar eclipse
2317-01-28T10:52:46+00:00,Penumbral lunar eclipse
2317-06-25T20:14:45+00:00,Partial lunar eclipse
2317-12-19T09:54:03+00:00,Partial lunar eclipse
2318-06-14T21:59:29+00:00,Total lunar eclipse
2318-12-09T01:40:47+00:00,Total lunar eclipse
2319-06-03T23:17:07+00:00,Partial lunar eclipse
2319-11-28T15:17:23+00:00,Partial lunar eclipse
2320-04-23T20:49:21+00:00,Penumbral lunar eclipse
2320-05-23T06:36:59+00:00,Penumbral lunar eclipse
2320-10-18T06:07:29+00:00,Penumbral lunar eclipse
2320-11-16T22:37:44+00:00,Penumbral lunar eclipse
2321-04-13T12:28:22+00:00,Partial lunar eclipse
2321-10-07T05:57:23+00:00,Partial lunar eclipse
2322-04-03T04:38:32+00:00,Total lunar eclipse
2322-09-26T09:08:42+00:00,Total lunar eclipse
2323-03-23T16:42:28+00:00,Partial lunar eclipse
2323-09-15T19:41:56+00:00,Partial lunar eclipse
2324-02-11T03:16:16+00:00,Penumbral lunar eclipse
2324-03-11T21:28:16+00:00,Penumbral lunar eclipse
2324-08-06T04:30:38+00:00,Penumbral lunar eclipse
2324-09-04T11:34:51+00:00,Penumbral lunar eclipse
2325-01-30T02:45:38+00:00,Partial lunar eclipse
2325-07-26T20:05:16+00:00,Total lunar eclipse
2326-01-19T07:47:20+00:00,Total lunar eclipse
2326-07-16T05:53:34+00:00,Total lunar eclipse
2327-01-08T19:49:06+00:00,Partial lunar eclipse
2327-07-05T08:43:19+00:00,Penumbral lunar eclipse
2327-11-30T00:44:38+00:00,Penumbral lunar eclipse
2327-12-29T11:22:20+00:00,Penumbral lunar eclipse
2328-05-24T20:05:27+00:00,Partial lunar eclipse
2328-11-18T12:58:25+00:00,Partial lunar eclipse
2329-05-14T05:24:59+00:00,Total lunar eclipse
2329-11-07T18:17:20+00:00,Total lunar eclipse
2330-05-03T20:31:55+00:00,Partial lunar eclipse
2330-10-27T18:11:43+00:00,Partial lunar eclipse
2331-03-25T03:41:05+00:00,Penumbral lunar eclipse
2331-04-23T13:12:55+00:00,Penumbral lunar eclipse
2331-09-17T06:40:19+00:00,Penumbral lunar eclipse
2331-10-16T19:48:45+00:00,Penumbral lunar eclipse
2332-03-13T13:47:21+00:00,Partial lunar eclipse
2332-09-05T19:10:08+00:00,Partial lunar eclipse
2333-03-02T16:29:14+00:00,Total lunar eclipse
2333-08-26T11:48:27+00:00,Total lunar eclipse
2334-02-19T15:47:05+00:00,Partial lunar eclipse
2334-08-16T03:58:40+00:00,Partial lunar eclipse
2335-01-10T05:14:48+00:00,Penumbral lunar eclipse
2335-02-08T19:14:06+00:00,Penumbral lunar eclipse
2335-07-07T02:54:43+00:00,Penumbral lunar eclipse
2335-12-30T18:44:12+00:00,Partial lunar eclipse
2336-06-25T04:26:02+00:00,Total lunar eclipse
2336-12-19T10:27:42+00:00,Total lunar eclipse
2337-06-14T06:02:04+00:00,Total lunar eclipse
2337-12-08T23:44:40+00:00,Partial lunar eclipse
2338-05-05T04:34:48+00:00,Penumbral lunar eclipse
2338-06-03T13:54:14+00:00,Penumbral lunar eclipse
2338-10-29T13:33:55+00:00,Penumbral lunar eclipse
2338-11-28T06:36:12+00:00,Penumbral lunar eclipse
2339-04-24T20:31:31+00:00,Partial lunar eclipse
2339-10-18T13:13:11+00:00,Partial lunar eclipse
2340-04-13T12:44:05+00:00,Total lunar eclipse
2340-10-06T16:38:42+00:00,Total lunar eclipse
2341-04-03T00:35:46+00:00,Partial lunar eclipse
2341-09-26T03:28:04+00:00,Partial lunar eclipse
2342-02-21T11:08:34+00:00,Penumbral lunar eclipse
2342-03-23T05:07:02+00:00,Penumbral lunar eclipse
2342-08-17T12:03:59+00:00,Penumbral lunar eclipse
2342-09-15T19:23:08+00:00,Penumbral lunar eclipse
2343-02-10T10:50:27+00:00,Partial lunar eclipse
2343-08-07T03:20:39+00:00,Partial lunar eclipse
2344-01-30T16:17:29+00:00,Total lunar eclipse
2344-07-26T12:39:47+00:00,Total lunar eclipse
2345-01-19T04:37:38+00:00,Partial lunar eclipse
2345-07-15T15:09:46+00:00,Penumbral lunar eclipse
2345-12-10T09:23:46+00:00,Penumbral lunar eclipse
2346-01-08T20:13:33+00:00,Penumbral lunar eclipse
2346-06-05T03:02:05+00:00,Partial lunar eclipse
2346-11-29T21:14:47+00:00,Partial lunar eclipse
2347-05-25T12:52:22+00:00,Total lunar eclipse
2347-11-19T02:03:46+00:00,Total lunar eclipse
2348-05-14T04:20:02+00:00,Partial lunar eclipse
2348-11-07T01:43:13+00:00,Partial lunar eclipse
2349-04-04T11:48:41+00:00,Penumbral lunar eclipse
2349-05-03T21:06:13+00:00,Penumbral lunar eclipse
2349-09-27T14:11:16+00:00,Penumbral lunar eclipse
