datetime,event_type,duration_minutes,duration_seconds
2130-12-30T13:01:34+00:00,Partial solar eclipse,,
2131-06-25T00:43:16+00:00,Total solar eclipse,43,03
2131-12-19T17:06:51+00:00,Annular solar eclipse,14,10
2132-06-13T16:46:24+00:00,Total solar eclipse,55,06
2132-12-07T16:18:43+00:00,Annular solar eclipse,33,09
2133-06-03T09:45:16+00:00,Total solar eclipse,36,03
2133-11-26T18:05:55+00:00,Annular solar eclipse,27,03
2134-04-24T10:59:59+00:00,Partial solar eclipse,,
2134-05-23T23:01:18+00:00,Partial solar eclipse,,
2134-10-17T16:40:42+00:00,Partial solar eclipse,,
2134-11-16T03:12:08+00:00,Partial solar eclipse,,
2135-04-13T13:27:05+00:00,Annular solar eclipse,30,07
2135-10-07T09:00:03+00:00,Total solar eclipse,50,04
2136-04-01T13:26:19+00:00,Annular solar eclipse,14,06
2136-09-26T00:12:14+00:00,Total solar eclipse,34,02
2137-03-21T18:16:38+00:00,Annular solar eclipse,40,01
2137-09-15T09:56:34+00:00,Partial solar eclipse,,
2138-02-09T19:55:23+00:00,Partial solar eclipse,,
2138-08-05T21:08:57+00:00,Partial solar eclipse,,
2139-01-30T11:42:25+00:00,Total solar eclipse,49,02
2139-07-25T23:26:33+00:00,Annular solar eclipse,13,02
2140-01-20T00:23:11+00:00,Annular solar eclipse,17,01
2140-07-14T08:36:11+00:00,Total solar eclipse,18,03
2141-01-08T06:12:38+00:00,Annular solar eclipse,,
2141-06-04T17:09:59+00:00,Partial solar eclipse,,
2141-07-03T23:53:38+00:00,Partial solar eclipse,,
2141-11-28T10:59:33+00:00,Partial solar eclipse,,
2142-05-25T09:32:37+00:00,Total solar eclipse,17,03
2142-11-17T14:43:08+00:00,Annular solar eclipse,19,02
2143-05-14T20:58:14+00:00,Annular solar eclipse,05,01
2143-11-07T01:51:16+00:00,Total solar eclipse,14,03
2144-05-03T01:02:06+00:00,Annular solar eclipse,09,06
2144-10-26T17:32:40+00:00,Total solar eclipse,05,04
2145-03-23T09:09:38+00:00,Partial solar eclipse,,
2145-09-16T22:57:10+00:00,Partial solar eclipse,,
2145-10-16T09:11:28+00:00,Partial solar eclipse,,
2146-03-12T15:58:15+00:00,Annular solar eclipse,03,00
2146-09-06T06:44:00+00:00,Annular solar eclipse,13,04
2147-03-02T05:18:54+00:00,Total solar eclipse,02,04
2147-08-26T08:09:15+00:00,Annular solar eclipse,49,06
2148-02-19T21:18:00+00:00,Total solar eclipse,13,02
2148-08-14T09:22:21+00:00,Partial solar eclipse,,
2149-01-09T21:30:38+00:00,Partial solar eclipse,,
2149-07-05T07:59:34+00:00,Total solar eclipse,38,03
2149-12-30T01:13:04+00:00,Annular solar eclipse,42,10
2150-06-25T00:17:25+00:00,Total solar eclipse,14,07
2150-12-19T00:17:02+00:00,Annular solar eclipse,46,09
2151-06-14T17:13:45+00:00,Total solar eclipse,48,03
2151-12-08T02:18:31+00:00,Annular solar eclipse,22,03
2152-05-04T18:14:02+00:00,Partial solar eclipse,,
2152-06-03T06:11:19+00:00,Partial solar eclipse,,
2152-10-28T00:57:34+00:00,Partial solar eclipse,,
2152-11-26T11:41:08+00:00,Partial solar eclipse,,
2153-04-23T20:29:24+00:00,Annular solar eclipse,31,07
2153-10-17T17:12:18+00:00,Total solar eclipse,36,04
2154-04-12T20:43:01+00:00,Annular solar eclipse,42,05
2154-10-07T08:03:50+00:00,Total solar eclipse,05,02
2155-04-02T02:06:34+00:00,Annular solar eclipse,07,01
2155-09-26T17:14:27+00:00,Annular solar eclipse,55,02
2156-02-21T04:36:02+00:00,Partial solar eclipse,,
2156-08-16T03:41:28+00:00,Partial solar eclipse,,
2157-02-09T20:25:36+00:00,Total solar eclipse,49,02
2157-08-05T06:14:20+00:00,Annular solar eclipse,59,01
2158-01-30T08:54:37+00:00,Annular solar eclipse,27,01
2158-07-25T15:49:17+00:00,Total solar eclipse,32,03
2159-01-19T14:23:27+00:00,Annular solar eclipse,,
2159-06-16T00:42:44+00:00,Partial solar eclipse,,
2159-07-15T07:20:50+00:00,Partial solar eclipse,,
2159-12-09T18:58:33+00:00,Partial solar eclipse,,
2160-06-04T16:58:36+00:00,Total solar eclipse,58,02
2160-11-27T22:58:32+00:00,Annular solar eclipse,12,02
2161-05-25T04:05:43+00:00,Annular solar eclipse,12,01
2161-11-17T10:19:30+00:00,Total solar eclipse,13,03
2162-05-14T07:52:46+00:00,Annular solar eclipse,37,06
2162-11-07T01:59:40+00:00,Total solar eclipse,05,04
2163-04-03T16:41:51+00:00,Partial solar eclipse,,
2163-09-28T06:34:34+00:00,Partial solar eclipse,,
2163-10-27T17:20:52+00:00,Partial solar eclipse,,
2164-03-23T00:02:47+00:00,Hybrid or annular/total solar eclipse,29,00
2164-09-16T13:48:20+00:00,Annular solar eclipse,42,04
2165-03-12T13:45:50+00:00,Total solar eclipse,27,04
2165-09-05T14:52:45+00:00,Annular solar eclipse,22,07
2166-03-02T05:53:21+00:00,Total solar eclipse,26,02
2166-08-25T16:13:35+00:00,Annular solar eclipse,00,03
2167-01-21T05:56:25+00:00,Partial solar eclipse,,
2167-07-16T15:17:48+00:00,Total solar eclipse,19,03
2168-01-10T09:19:03+00:00,Annular solar eclipse,55,10
2168-07-05T07:45:23+00:00,Total solar eclipse,26,07
2168-12-29T08:19:33+00:00,Annular solar eclipse,52,09
2169-06-25T00:37:09+00:00,Total solar eclipse,58,03
2169-12-18T10:37:07+00:00,Annular solar eclipse,15,03
2170-05-16T01:18:33+00:00,Partial solar eclipse,,
2170-06-14T13:15:11+00:00,Partial solar eclipse,,
2170-11-08T09:23:07+00:00,Partial solar eclipse,,
2170-12-07T20:17:08+00:00,Partial solar eclipse,,
2171-05-05T03:23:15+00:00,Annular solar eclipse,32,07
2171-10-29T01:31:03+00:00,Total solar eclipse,23,04
2172-04-23T03:53:15+00:00,Annular solar eclipse,12,05
2172-10-17T16:01:36+00:00,Hybrid or annular/total solar eclipse,34,01
2173-04-12T09:49:40+00:00,Annular solar eclipse,35,00
2173-10-07T00:39:14+00:00,Annular solar eclipse,17,03
2174-03-03T13:11:54+00:00,Partial solar eclipse,,
2174-04-01T22:39:09+00:00,Partial solar eclipse,,
2174-08-27T10:19:55+00:00,Partial solar eclipse,,
2175-02-21T05:04:24+00:00,Total solar eclipse,50,02
2175-08-16T13:08:17+00:00,Annular solar eclipse,50,01
2176-02-10T17:21:21+00:00,Annular solar eclipse,34,01
2176-08-04T23:05:55+00:00,Total solar eclipse,40,03
2177-01-29T22:30:30+00:00,Annular solar eclipse,55,06
2177-06-26T08:13:28+00:00,Partial solar eclipse,,
2177-07-25T14:50:33+00:00,Partial solar eclipse,,
2177-12-20T03:01:35+00:00,Partial solar eclipse,,
2178-06-16T00:20:42+00:00,Total solar eclipse,36,02
2178-12-09T07:20:03+00:00,Annular solar eclipse,03,02
2179-06-05T11:05:36+00:00,Annular solar eclipse,21,01
2179-11-28T18:54:18+00:00,Total solar eclipse,12,03
2180-05-24T14:34:28+00:00,Annular solar eclipse,59,06
2180-11-17T10:34:01+00:00,Total solar eclipse,03,04
2181-04-14T00:04:05+00:00,Partial solar eclipse,,
2181-05-13T14:55:43+00:00,Partial solar eclipse,,
2181-10-08T14:19:36+00:00,Partial solar eclipse,,
2181-11-07T01:38:23+00:00,Partial solar eclipse,,
2182-04-03T07:59:43+00:00,Hybrid or annular/total solar eclipse,58,00
2182-09-27T20:58:45+00:00,Annular solar eclipse,05,05
2183-03-23T22:06:49+00:00,Total solar eclipse,54,04
2183-09-16T21:42:37+00:00,Annular solar eclipse,53,07
2184-03-12T14:22:32+00:00,Total solar eclipse,43,02
2184-09-04T23:11:00+00:00,Annular solar eclipse,12,03
2185-01-31T14:20:20+00:00,Partial solar eclipse,,
2185-07-26T22:38:16+00:00,Total solar eclipse,27,02
2186-01-20T17:23:44+00:00,Annular solar eclipse,53,10
2186-07-16T15:14:54+00:00,Total solar eclipse,29,07
2187-01-09T16:23:41+00:00,Annular solar eclipse,51,09
2187-07-06T07:58:31+00:00,Total solar eclipse,06,04
2187-12-29T18:59:03+00:00,Annular solar eclipse,07,03
2188-05-26T08:15:53+00:00,Partial solar eclipse,,
2188-06-24T20:14:39+00:00,Partial solar eclipse,,
2188-11-18T17:55:25+00:00,Partial solar eclipse,,
2188-12-18T04:56:59+00:00,Partial solar eclipse,,
2189-05-15T10:08:34+00:00,Annular solar eclipse,31,07
2189-11-08T09:57:28+00:00,Total solar eclipse,10,04
2190-05-04T10:56:30+00:00,Annular solar eclipse,45,04
2190-10-29T00:05:50+00:00,Hybrid or annular/total solar eclipse,04,01
2191-04-23T17:26:06+00:00,Annular solar eclipse,03,00
2191-10-18T08:11:12+00:00,Annular solar eclipse,39,03
2192-03-13T21:40:00+00:00,Partial solar eclipse,,
2192-04-12T06:41:56+00:00,Partial solar eclipse,,
2192-09-06T17:05:08+00:00,Partial solar eclipse,,
2193-03-03T13:36:08+00:00,Total solar eclipse,53,02
2193-08-26T20:09:20+00:00,Annular solar eclipse,45,01
2194-02-21T01:41:31+00:00,Annular solar eclipse,38,01
2194-08-16T06:28:08+00:00,Total solar eclipse,44,03
2195-02-10T06:34:27+00:00,Annular solar eclipse,52,06
2195-07-07T15:41:21+00:00,Partial solar eclipse,,
2195-08-05T22:21:03+00:00,Total solar eclipse,03,04
2195-12-31T11:09:22+00:00,Partial solar eclipse,,
2196-06-26T07:37:40+00:00,Total solar eclipse,12,02
2196-12-19T15:47:09+00:00,Annular solar eclipse,53,01
2197-06-15T17:59:33+00:00,Annular solar eclipse,32,01
2197-12-09T03:35:07+00:00,Total solar eclipse,13,03
2198-06-04T21:11:35+00:00,Annular solar eclipse,13,07
2198-11-28T19:12:46+00:00,Total solar eclipse,58,03
2199-04-25T07:21:51+00:00,Partial solar eclipse,,
2199-05-24T21:42:07+00:00,Partial solar eclipse,,
2199-10-19T22:10:26+00:00,Partial solar eclipse,,
2199-11-18T10:01:01+00:00,Partial solar eclipse,,
2200-04-14T15:49:57+00:00,Total solar eclipse,23,01
2200-10-09T04:16:21+00:00,Annular solar eclipse,25,05
2201-04-04T06:19:57+00:00,Total solar eclipse,20,05
2201-09-28T04:41:51+00:00,Annular solar eclipse,21,08
2202-03-24T22:42:58+00:00,Total solar eclipse,03,03
2202-09-17T06:18:53+00:00,Annular solar eclipse,24,03
2203-02-12T22:38:35+00:00,Partial solar eclipse,,
2203-08-08T06:01:56+00:00,Partial solar eclipse,,
2203-09-06T14:50:23+00:00,Partial solar eclipse,,
2204-02-02T01:25:26+00:00,Annular solar eclipse,38,10
2204-07-27T22:44:32+00:00,Total solar eclipse,22,07
2205-01-21T00:27:32+00:00,Annular solar eclipse,42,09
2205-07-17T15:18:00+00:00,Total solar eclipse,10,04
2206-01-10T03:24:08+00:00,Annular solar eclipse,57,02
2206-06-07T15:05:59+00:00,Partial solar eclipse,,
2206-07-07T03:10:26+00:00,Partial solar eclipse,,
2206-12-01T02:33:55+00:00,Partial solar eclipse,,
2206-12-30T13:40:30+00:00,Partial solar eclipse,,
2207-05-27T16:47:47+00:00,Annular solar eclipse,25,07
2207-11-20T18:30:26+00:00,Total solar eclipse,56,03
2208-05-15T17:53:06+00:00,Annular solar eclipse,19,04
2208-11-09T08:17:12+00:00,Hybrid or annular/total solar eclipse,34,00
2209-05-05T00:56:53+00:00,Hybrid or annular/total solar eclipse,28,00
2209-10-29T15:50:20+00:00,Annular solar eclipse,02,04
2210-03-26T06:01:57+00:00,Partial solar eclipse,,
2210-04-24T14:39:19+00:00,Partial solar eclipse,,
2210-09-18T23:59:09+00:00,Partial solar eclipse,,
2211-03-15T22:01:40+00:00,Total solar eclipse,57,02
2211-09-08T03:17:18+00:00,Annular solar eclipse,43,01
2212-03-04T09:55:00+00:00,Annular solar eclipse,40,01
2212-08-27T13:56:17+00:00,Total solar eclipse,45,03
2213-02-21T14:30:14+00:00,Annular solar eclipse,44,06
2213-08-17T05:56:32+00:00,Total solar eclipse,35,04
2214-01-11T19:17:52+00:00,Partial solar eclipse,,
2214-07-08T14:52:45+00:00,Total solar eclipse,46,01
2215-01-01T00:16:36+00:00,Annular solar eclipse,41,01
2215-06-28T00:48:45+00:00,Annular solar eclipse,44,01
2215-12-21T12:20:08+00:00,Total solar eclipse,14,03
2216-06-16T03:41:04+00:00,Annular solar eclipse,20,07
2216-12-10T03:57:52+00:00,Total solar eclipse,51,03
2217-05-06T14:31:15+00:00,Partial solar eclipse,,
2217-06-05T04:22:21+00:00,Partial solar eclipse,,
2217-10-31T06:08:54+00:00,Partial solar eclipse,,
2217-11-29T18:29:51+00:00,Partial solar eclipse,,
2218-04-25T23:33:14+00:00,Total solar eclipse,43,01
2218-10-20T11:41:56+00:00,Annular solar eclipse,41,05
2219-04-15T14:26:33+00:00,Total solar eclipse,45,05
2219-10-09T11:48:35+00:00,Annular solar eclipse,46,08
2220-04-04T06:56:42+00:00,Total solar eclipse,25,03
2220-09-27T13:35:07+00:00,Annular solar eclipse,36,03
2221-02-23T06:50:48+00:00,Partial solar eclipse,,
2221-08-18T13:30:39+00:00,Partial solar eclipse,,
2221-09-16T22:25:15+00:00,Partial solar eclipse,,
2222-02-12T09:23:18+00:00,Annular solar eclipse,14,10
2222-08-08T06:17:05+00:00,Total solar eclipse,06,07
2223-02-01T08:29:43+00:00,Annular solar eclipse,26,09
2223-07-28T22:38:03+00:00,Total solar eclipse,09,04
2224-01-21T11:48:53+00:00,Annular solar eclipse,46,02
2224-07-17T10:03:58+00:00,Partial solar eclipse,,
2224-12-11T11:17:51+00:00,Partial solar eclipse,,
2225-01-09T22:25:24+00:00,Partial solar eclipse,,
2225-06-06T23:21:31+00:00,Annular solar eclipse,10,07
2225-12-01T03:08:36+00:00,Total solar eclipse,43,03
2226-05-27T00:45:11+00:00,Annular solar eclipse,55,03
2226-11-20T16:34:56+00:00,Hybrid or annular/total solar eclipse,03,00
2227-05-16T08:21:32+00:00,Total solar eclipse,59,00
2227-11-09T23:36:42+00:00,Annular solar eclipse,24,04
2228-04-05T14:15:36+00:00,Partial solar eclipse,,
2228-05-04T22:28:44+00:00,Partial solar eclipse,,
2228-09-29T07:02:08+00:00,Partial solar eclipse,,
2228-10-29T00:15:43+00:00,Partial solar eclipse,,
2229-03-26T06:17:35+00:00,Total solar eclipse,02,03
2229-09-18T10:34:51+00:00,Annular solar eclipse,44,01
2230-03-15T18:00:26+00:00,Annular solar eclipse,40,01
2230-09-07T21:30:39+00:00,Total solar eclipse,44,03
2231-03-04T22:20:24+00:00,Annular solar eclipse,32,06
2231-08-28T13:35:31+00:00,Total solar eclipse,43,04
2232-01-23T03:27:39+00:00,Partial solar eclipse,,
2232-07-18T22:04:56+00:00,Total solar eclipse,14,01
2233-01-11T08:49:17+00:00,Annular solar eclipse,28,01
2233-07-08T07:35:24+00:00,Annular solar eclipse,59,01
2233-12-31T21:07:37+00:00,Total solar eclipse,18,03
2234-06-27T10:09:34+00:00,Annular solar eclipse,18,07
2234-12-21T12:46:02+00:00,Total solar eclipse,42,03
2235-05-17T21:36:41+00:00,Partial solar eclipse,,
2235-06-16T11:00:36+00:00,Partial solar eclipse,,
2235-11-11T14:13:08+00:00,Partial solar eclipse,,
2235-12-11T03:02:34+00:00,Partial solar eclipse,,
2236-05-06T07:11:03+00:00,Total solar eclipse,59,01
2236-10-30T19:15:15+00:00,Annular solar eclipse,54,05
2237-04-25T22:25:04+00:00,Total solar eclipse,05,06
2237-10-19T19:06:04+00:00,Annular solar eclipse,07,09
2238-04-15T15:01:45+00:00,Total solar eclipse,49,03
2238-10-08T21:01:18+00:00,Annular solar eclipse,47,03
2239-03-06T14:54:58+00:00,Partial solar eclipse,,
2239-08-29T21:05:15+00:00,Partial solar eclipse,,
2239-09-28T06:09:02+00:00,Partial solar eclipse,,
2240-02-23T17:14:11+00:00,Annular solar eclipse,41,09
2240-08-18T13:52:25+00:00,Total solar eclipse,40,06
2241-02-11T16:28:39+00:00,Annular solar eclipse,04,09
2241-08-08T05:59:21+00:00,Total solar eclipse,02,04
2242-01-31T20:12:58+00:00,Annular solar eclipse,31,02
2242-07-28T16:57:12+00:00,Partial solar eclipse,,
2242-12-22T20:06:40+00:00,Partial solar eclipse,,
2243-01-21T07:11:45+00:00,Partial solar eclipse,,
2243-06-18T05:49:56+00:00,Annular solar eclipse,41,06
2243-12-12T11:52:14+00:00,Total solar eclipse,30,03
2244-06-06T07:33:12+00:00,Annular solar eclipse,31,03
2244-12-01T00:58:17+00:00,Annular solar eclipse,27,00
2245-05-26T15:42:04+00:00,Total solar eclipse,30,01
2245-11-20T07:29:36+00:00,Annular solar eclipse,45,04
2246-04-16T22:23:24+00:00,Partial solar eclipse,,
2246-05-16T06:14:10+00:00,Partial solar eclipse,,
2246-10-10T14:13:18+00:00,Partial solar eclipse,,
2246-11-09T07:47:03+00:00,Partial solar eclipse,,
2247-04-06T14:26:51+00:00,Total solar eclipse,07,03
2247-09-29T18:01:05+00:00,Annular solar eclipse,47,01
2248-03-26T01:56:01+00:00,Annular solar eclipse,41,01
2248-09-18T05:13:07+00:00,Total solar eclipse,42,03
2249-03-15T06:00:45+00:00,Annular solar eclipse,18,06
2249-09-07T21:21:29+00:00,Total solar eclipse,42,04
2250-02-02T11:34:06+00:00,Partial solar eclipse,,
2250-07-30T05:18:25+00:00,Partial solar eclipse,,
2250-08-28T13:51:18+00:00,Partial solar eclipse,,
2251-01-22T17:21:41+00:00,Annular solar eclipse,12,01
2251-07-19T14:18:46+00:00,Annular solar eclipse,16,02
2252-01-12T05:57:05+00:00,Total solar eclipse,23,03
2252-07-07T16:34:12+00:00,Annular solar eclipse,10,07
2252-12-31T21:37:06+00:00,Total solar eclipse,34,03
2253-06-26T17:36:11+00:00,Partial solar eclipse,,
2253-11-21T22:24:38+00:00,Partial solar eclipse,,
2253-12-21T11:39:39+00:00,Partial solar eclipse,,
2254-05-17T14:43:39+00:00,Total solar eclipse,09,02
2254-11-11T02:55:16+00:00,Annular solar eclipse,05,06
2255-05-07T06:18:06+00:00,Total solar eclipse,22,06
2255-10-31T02:32:04+00:00,Annular solar eclipse,24,09
2256-04-25T22:58:35+00:00,Total solar eclipse,14,04
2256-10-19T04:37:31+00:00,Annular solar eclipse,59,03
2257-03-16T22:51:29+00:00,Partial solar eclipse,,
2257-04-15T12:05:15+00:00,Partial solar eclipse,,
2257-09-09T04:46:44+00:00,Partial solar eclipse,,
2257-10-08T14:01:32+00:00,Partial solar eclipse,,
2258-03-06T00:58:23+00:00,Annular solar eclipse,04,09
2258-08-29T21:33:05+00:00,Total solar eclipse,09,06
2259-02-23T00:23:41+00:00,Annular solar eclipse,36,08
2259-08-19T13:22:17+00:00,Total solar eclipse,49,03
2260-02-12T04:34:24+00:00,Annular solar eclipse,15,02
2260-08-07T23:51:13+00:00,Partial solar eclipse,,
2261-01-02T04:56:54+00:00,Partial solar eclipse,,
2261-01-31T15:55:00+00:00,Partial solar eclipse,,
2261-06-28T12:16:28+00:00,Partial solar eclipse,,
2261-12-22T20:38:50+00:00,Total solar eclipse,17,03
2262-06-17T14:19:15+00:00,Annular solar eclipse,08,03
2262-12-12T09:25:02+00:00,Annular solar eclipse,56,00
2263-06-06T22:58:57+00:00,Total solar eclipse,01,02
2263-12-01T15:28:45+00:00,Annular solar eclipse,06,05
2264-04-27T06:21:41+00:00,Partial solar eclipse,,
2264-05-26T13:52:07+00:00,Partial solar eclipse,,
2264-10-20T21:35:23+00:00,Partial solar eclipse,,
2264-11-19T15:28:13+00:00,Partial solar eclipse,,
2265-04-16T22:26:19+00:00,Total solar eclipse,11,03
2265-10-10T01:37:34+00:00,Annular solar eclipse,51,01
2266-04-06T09:42:37+00:00,Annular solar eclipse,42,01
2266-09-29T13:03:57+00:00,Total solar eclipse,40,03
2267-03-26T13:33:45+00:00,Annular solar eclipse,03,06
2267-09-19T05:12:14+00:00,Total solar eclipse,34,04
2268-02-13T19:39:32+00:00,Partial solar eclipse,,
2268-08-09T12:32:05+00:00,Partial solar eclipse,,
2268-09-07T21:27:53+00:00,Partial solar eclipse,,
2269-02-02T01:53:06+00:00,Annular solar eclipse,54,00
2269-07-29T21:03:04+00:00,Annular solar eclipse,35,02
2270-01-22T14:46:29+00:00,Total solar eclipse,29,03
2270-07-18T22:59:54+00:00,Annular solar eclipse,57,06
2271-01-12T06:28:08+00:00,Total solar eclipse,25,03
2271-07-08T00:13:02+00:00,Partial solar eclipse,,
2271-12-03T06:40:47+00:00,Partial solar eclipse,,
2272-01-01T20:17:51+00:00,Partial solar eclipse,,
2272-05-27T22:11:12+00:00,Total solar eclipse,14,02
2272-11-21T10:42:52+00:00,Annular solar eclipse,15,06
2273-05-17T14:04:31+00:00,Total solar eclipse,31,06
2273-11-10T10:07:17+00:00,Annular solar eclipse,34,09
2274-05-07T06:47:37+00:00,Total solar eclipse,37,04
2274-10-30T12:24:18+00:00,Annular solar eclipse,08,04
2275-03-28T06:37:50+00:00,Partial solar eclipse,,
2275-04-26T19:41:41+00:00,Partial solar eclipse,,
2275-09-20T12:34:54+00:00,Partial solar eclipse,,
2275-10-19T22:03:12+00:00,Partial solar eclipse,,
2276-03-16T08:34:02+00:00,Annular solar eclipse,23,08
2276-09-09T05:18:47+00:00,Total solar eclipse,33,05
2277-03-05T08:11:55+00:00,Annular solar eclipse,04,08
2277-08-29T20:49:11+00:00,Total solar eclipse,28,03
2278-02-22T12:52:48+00:00,Annular solar eclipse,54,01
2278-08-19T06:46:23+00:00,Annular solar eclipse,53,01
2279-01-13T13:49:06+00:00,Partial solar eclipse,,
2279-02-12T00:37:05+00:00,Partial solar eclipse,,
2279-07-09T18:41:13+00:00,Partial solar eclipse,,
2280-01-03T05:28:11+00:00,Total solar eclipse,04,03
2280-06-27T21:03:21+00:00,Annular solar eclipse,45,02
2280-12-22T17:55:44+00:00,Annular solar eclipse,23,01
2281-06-17T06:14:41+00:00,Total solar eclipse,32,02
2281-12-11T23:31:24+00:00,Annular solar eclipse,26,05
2282-05-08T14:15:16+00:00,Partial solar eclipse,,
2282-06-06T21:28:19+00:00,Partial solar eclipse,,
2282-11-01T05:06:24+00:00,Partial solar eclipse,,
2282-11-30T23:15:23+00:00,Partial solar eclipse,,
2283-04-28T06:18:21+00:00,Total solar eclipse,13,03
2283-10-21T09:23:11+00:00,Annular solar eclipse,56,01
2284-04-16T17:19:22+00:00,Annular solar eclipse,45,01
2284-10-09T21:03:48+00:00,Total solar eclipse,39,03
2285-04-05T20:55:23+00:00,Annular solar eclipse,50,05
2285-09-29T13:11:38+00:00,Total solar eclipse,24,04
2286-02-24T03:39:23+00:00,Partial solar eclipse,,
2286-03-25T20:37:48+00:00,Partial solar eclipse,,
2286-08-20T19:48:22+00:00,Partial solar eclipse,,
2286-09-19T05:10:04+00:00,Partial solar eclipse,,
2287-02-13T10:21:25+00:00,Annular solar eclipse,35,00
2287-08-10T03:47:42+00:00,Annular solar eclipse,56,02
2288-02-02T23:33:47+00:00,Total solar eclipse,39,03
2288-07-29T05:25:23+00:00,Annular solar eclipse,46,06
2289-01-22T15:19:25+00:00,Total solar eclipse,18,03
2289-07-18T06:50:58+00:00,Partial solar eclipse,,
2289-12-13T15:01:18+00:00,Partial solar eclipse,,
2290-01-12T04:56:33+00:00,Partial solar eclipse,,
2290-06-08T05:35:49+00:00,Total solar eclipse,14,02
2290-12-02T18:36:41+00:00,Annular solar eclipse,23,06
2291-05-28T21:45:28+00:00,Total solar eclipse,34,06
2291-11-21T17:50:53+00:00,Annular solar eclipse,41,09
2292-05-17T14:29:33+00:00,Total solar eclipse,57,04
2292-11-09T20:20:07+00:00,Annular solar eclipse,14,04
2293-04-07T14:14:55+00:00,Partial solar eclipse,,
2293-05-07T03:09:47+00:00,Partial solar eclipse,,
2293-09-30T20:31:27+00:00,Partial solar eclipse,,
2293-10-30T06:13:45+00:00,Partial solar eclipse,,
2294-03-27T16:02:23+00:00,Annular solar eclipse,42,07
2294-09-20T13:09:58+00:00,Total solar eclipse,56,04
2295-03-16T15:54:34+00:00,Annular solar eclipse,29,07
2295-09-10T04:20:19+00:00,Total solar eclipse,01,03
2296-03-04T21:04:46+00:00,Annular solar eclipse,31,01
2296-08-29T13:45:40+00:00,Annular solar eclipse,20,02
2297-01-23T22:39:47+00:00,Partial solar eclipse,,
2297-02-22T09:13:31+00:00,Partial solar eclipse,,
2297-07-20T01:07:47+00:00,Partial solar eclipse,,
2298-01-13T14:16:27+00:00,Total solar eclipse,52,02
2298-07-09T03:49:02+00:00,Annular solar eclipse,23,02
2299-01-03T02:27:43+00:00,Annular solar eclipse,47,01
2299-06-28T13:27:43+00:00,Total solar eclipse,03,03
2299-12-23T07:38:42+00:00,Annular solar eclipse,45,05
2300-05-19T22:00:39+00:00,Partial solar eclipse,,
2300-06-18T04:59:29+00:00,Partial solar eclipse,,
2300-12-12T07:09:43+00:00,Partial solar eclipse,,
2301-05-09T14:00:59+00:00,Total solar eclipse,10,03
2301-11-01T17:19:33+00:00,Annular solar eclipse,01,02
2302-04-29T00:47:19+00:00,Annular solar eclipse,49,01
2302-10-22T05:11:16+00:00,Total solar eclipse,38,03
2303-04-18T04:09:26+00:00,Annular solar eclipse,38,05
2303-10-11T21:17:25+00:00,Total solar eclipse,12,04
2304-03-07T11:34:24+00:00,Partial solar eclipse,,
2304-04-06T04:00:21+00:00,Partial solar eclipse,,
2304-09-01T03:07:40+00:00,Partial solar eclipse,,
2304-09-30T12:58:17+00:00,Partial solar eclipse,,
2305-02-24T18:46:09+00:00,Annular solar eclipse,13,00
2305-08-21T10:35:44+00:00,Annular solar eclipse,21,03
2306-02-14T08:17:49+00:00,Total solar eclipse,49,03
2306-08-10T11:55:10+00:00,Annular solar eclipse,37,06
2307-02-04T00:08:01+00:00,Total solar eclipse,12,03
2307-07-30T13:31:16+00:00,Annular solar eclipse,37,03
2307-12-25T23:24:23+00:00,Partial solar eclipse,,
2308-01-24T13:33:40+00:00,Partial solar eclipse,,
2308-06-19T12:57:53+00:00,Total solar eclipse,08,02
2308-12-14T02:34:52+00:00,Annular solar eclipse,31,06
2309-06-09T05:21:55+00:00,Total solar eclipse,30,06
2309-12-03T01:42:05+00:00,Annular solar eclipse,40,09
2310-05-29T22:04:50+00:00,Total solar eclipse,10,05
2310-11-22T04:24:19+00:00,Annular solar eclipse,16,04
2311-04-19T21:41:49+00:00,Partial solar eclipse,,
2311-05-19T10:28:46+00:00,Partial solar eclipse,,
2311-10-13T04:36:09+00:00,Partial solar eclipse,,
2311-11-11T14:33:19+00:00,Partial solar eclipse,,
2312-04-07T23:19:32+00:00,Annular solar eclipse,00,07
2312-10-01T21:08:26+00:00,Total solar eclipse,20,04
2313-03-27T23:29:31+00:00,Annular solar eclipse,50,06
2313-09-21T11:57:00+00:00,Total solar eclipse,30,02
2314-03-17T05:11:54+00:00,Annular solar eclipse,03,01
2314-09-10T20:49:11+00:00,Annular solar eclipse,54,02
2315-02-05T07:29:49+00:00,Partial solar eclipse,,
2315-03-06T17:46:20+00:00,Partial solar eclipse,,
2315-08-01T07:34:32+00:00,Partial solar eclipse,,
2316-01-25T23:05:17+00:00,Total solar eclipse,42,02
2316-07-20T10:36:18+00:00,Annular solar eclipse,03,02
2317-01-14T10:59:38+00:00,Annular solar eclipse,08,02
2317-07-09T20:42:40+00:00,Total solar eclipse,32,03
2318-01-03T15:47:14+00:00,Annular solar eclipse,02,06
2318-05-31T05:42:33+00:00,Partial solar eclipse,,
2318-06-29T12:30:22+00:00,Partial solar eclipse,,
2318-12-23T15:07:26+00:00,Partial solar eclipse,,
2319-05-20T21:37:23+00:00,Total solar eclipse,02,03
2319-11-13T01:24:39+00:00,Annular solar eclipse,04,02
2320-05-09T08:04:33+00:00,Annular solar eclipse,56,01
